1	μοῦσαι	Μοῦσα	NN	number=PLURAL|gender=FEMININE|case=VOCATIVE	
4	ζείδωρος	ζείδωρος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
5	ἄρουρα	ἄρουρα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
6	αὐτομάτη	αὐτόματος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
7	πολλόν	πολύς	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
8	τε	τε		_	
9	καὶ	καί	CONJ	_	
10	ἄφθονον	ἄφθονος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
1	οἳ	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	δ̓	δέ		_	
3	ἐθελημοὶ	ἐθελημός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	ἥσυχοι	ἥσυχος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
5	ἔργ̓	ἔργον	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
6	ἐνέμοντο	νέμω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
7	σὺν	σύν	PREP	_	
8	ἐσθλοῖσιν	ἐσθλός	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
9	πολέεσσιν		ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
1	ἀφνειοὶ	ἀφνειός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	μήλοισι	μῆλον	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
3	φίλοι	φίλος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	μακάρεσσι	μάκαρ	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
5	θεοῖσιν	θεός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
1	αὐτὰρ	ἀτάρ		_	
2	ἐπεὶ	ἐπεί	CONJ	_	
3	δὴ	δή		_	
4	τοῦτο	οὗτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
6	κατὰ	κατά	PREP	_	
7	γαῖ̓	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
8	ἐκάλυψε	καλύπτω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
9	τοὶ	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
10	μὲν	μέν		_	
11	δαίμονες	δαίμων	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
12	ἁγνοὶ	ἁγνός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
13	ἐπιχθόνιοι	ἐπιχθόνιος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
14	καλέονται	καλέω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE	
15	ἐσθλοί	ἐσθλός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
16	ἀλεξίκακοι	ἀλεξίκακος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
17	φύλακες	φύλαξ	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
18	θνητῶν	θνητός	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
19	ἀνθρώπων	ἄνθρωπος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
20	[οἵ	ὅς	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
21	ῥα	ἄρα		_	
22	φυλάσσουσίν	φυλάσσω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
23	τε	τε		_	
24	δίκας	δίκη	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
25	καὶ	καί	CONJ	_	
26	σχέτλια	σχέτλιος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
27	ἔργα	ἔργον	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
28	ἠέρα	ἀήρ	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
29	ἑσσάμενοι	ἕννυμι	VB	number=PLURAL|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
30	πάντη	πάντῃ	ADV	_	
31	φοιτῶντες	φοιτάω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
32	ἐπ̓	ἐπί	PREP	_	
33	αἶαν	αἶα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
34	πλουτοδόται	πλουτοδότης	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
1	καὶ	καί	CONJ	_	
2	τοῦτο	οὗτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
3	γέρας	γέρας	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
4	βασιλήιον	βασίλειος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	ἔσχον	ἔχω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
6	δεύτερον	δεύτερος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
7	αὖτε	αὖτε	ADV	_	
8	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
9	πολὺ		ADV	_	
10	χειρότερον	χερείων	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
11	μετόπισθεν	μετόπισθε	ADV	_	
12	ἀργύρεον	ἀργύρεος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
13	ποίησαν	ποιέω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
14	Ὀλύμπια	Ὀλύμπιος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
15	δώματ̓	δῶμα	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
16	ἔχοντες	ἔχω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
17	χρυσέῳ	χρύσεος	ADJ	number=SINGULAR|gender=MASCULINE|case=DATIVE	
18	οὔ	οὐ	ADV	_	
19	τε	τε		_	
20	φυὴν	φυή	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
21	ἐναλίγκιον	ἐναλίγκιος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
22	οὔ	οὐ	ADV	_	
23	τε	τε		_	
24	νόημα	νόημα	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
1	ἀλλ̓	ἀλλά	ADV	_	
2	ἑκατὸν	ἑκατόν	NRL	_	
3	μὲν	μέν		_	
4	παῖς	παῖς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
5	ἔτεα	ἔτος	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
6	παρὰ	παρά	PREP	_	
7	μητέρι	μήτηρ	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
8	κεδνῇ	κεδνός	ADJ	number=SINGULAR|gender=FEMININE|case=DATIVE	
9	ἐτρέφετ̓	τρέφω	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE	
10	ἀτάλλων	ἀτάλλω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
11	μέγα	μέγας	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
12	νήπιος	νήπιος	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
13	ᾧ	ὅς	PRON	number=SINGULAR|gender=MASCULINE|case=DATIVE	
14	ἐνὶ	ἐν	PREP	_	
15	οἴκῳ	οἶκος	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
1	ἀλλ̓	ἀλλά	ADV	_	
2	ὅτ̓	ὅτε	ADV	_	
3	ἄῤ	ἄρα		_	
4	ἡβήσαι	ἡβάω	VB	person=PERSON_3|number=SINGULAR|voice=ACTIVE	
5	τε	τε		_	
6	καὶ	καί	CONJ	_	
7	ἥβης	ἥβη	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
8	μέτρον	μέτρον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
9	ἵκοιτο	ἱκνέομαι	VB	person=PERSON_3|number=SINGULAR	
10	παυρίδιον	παυρίδιος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
11	ζώεσκον	ζώω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
12	ἐπὶ	ἐπί	PREP	_	
13	χρόνον	χρόνος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
14	ἄλγἐ	ἄλγος	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
15	ἔχοντες	ἔχω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
16	ἀφραδίῃς	ἀφραδία	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
1	ὕβριν	ὕβρις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
2	γὰρ	γάρ		_	
3	ἀτάσθαλον	ἀτάσθαλος	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
4	οὐκ	οὐ	ADV	_	
5	ἐδύναντο	δύναμαι	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
6	ἀλλήλων	ἀλλήλων	ADJ	number=PLURAL|gender=MASCULINE|case=GENITIVE	
7	ἀπέχειν	ἀπέχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
8	οὐ	οὐ	ADV	_	
9	δ̓	δέ		_	
10	ἀθανάτους	ἀθάνατος	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
11	θεραπεύειν	θεραπεύω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
12	ἤθελον	ἐθέλω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
13	οὐ	οὐ	ADV	_	
14	δ̓	δέ		_	
15	ἔρδειν	ἔρδω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
16	μακάρων	μάκαρ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
17	ἱεροῖς	ἱερός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
18	ἐπὶ	ἐπί	PREP	_	
19	βωμοῖς	βωμός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
20	ἣ	ὅς	PRON	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
21	θέμις	θέμις	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
22	ἀνθρώποις	ἄνθρωπος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
23	κατὰ	κατά	PREP	_	
24	ἤθεα	ἦθος	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
1	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
2	μὲν	μέν		_	
3	ἔπειτα	ἔπειτα	ADV	_	
4	Ζεὺς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
5	Κρονίδης	Κρονίδης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
6	ἔκρυψε	κρύπτω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
7	χολούμενος	χολόω	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
8	οὕνεκα	οὕνεκα	CONJ	_	
9	τιμὰς	τιμή	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
10	οὐκ	οὐ	ADV	_	
11	ἔδιδον	δίδωμι	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
12	μακάρεσσι	μάκαρ	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
13	θεοῖς	θεός	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
14	οἳ	ὅς	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
15	Ὄλυμπον	Ὄλυμπος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
16	ἔχουσιν	ἔχω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
1	αὐτὰρ	ἀτάρ		_	
2	ἐπεὶ	ἐπεί	CONJ	_	
3	καὶ	καί	ADV	_	
4	τοῦτο	οὗτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
6	κατὰ	κατά	PREP	_	
7	γαῖ̓	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
8	ἐκάλυψε	καλύπτω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
9	τοὶ	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
10	μὲν	μέν		_	
11	ὑποχθόνιοι	ὑποχθόνιος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
12	μάκαρες	μάκαρ	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
13	θνητοῖς	θνητός	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE	
14	καλέονται	καλέω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE	
15	δεύτεροι	δεύτερος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
16	ἀλλ̓	ἀλλά	CONJ	_	
17	ἔμπης	ἔμπας	ADV	_	
18	τιμὴ	τιμή	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
19	καὶ	καί	ADV	_	
20	τοῖσιν	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
21	ὀπηδεῖ	ὀπαδέω	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
22	Ζεὺς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
23	δὲ	δέ		_	
24	πατὴρ	πατήρ	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
25	τρίτον	τρίτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
26	ἄλλο	ἄλλος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
27	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
28	μερόπων	μέροψ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
29	ἀνθρώπων	ἄνθρωπος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
30	χάλκειον	χάλκειος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
31	ποίησ̓	ποιέω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
32	οὐκ	οὐ	ADV	_	
33	ἀργυρέῳ	ἀργύρεος	ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
34	οὐδὲν	οὐδείς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
35	ὁμοῖον	ὅμοιος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
36	ἐκ	ἐκ	PREP	_	
37	μελιᾶν	μελία	NN	number=PLURAL|gender=FEMININE|case=GENITIVE	
38	δεινόν	δεινός	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
39	τε	τε		_	
40	καὶ	καί	CONJ	_	
41	ὄβριμον	ὄβριμος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
1	οἷσιν	ὅς	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
2	Ἄρηος	Ἄρης	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
3	ἔργ̓	ἔργον	NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
4	ἔμελεν	μέλω	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
5	στονόεντα	στονόεις	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
6	καὶ	καί	CONJ	_	
7	ὕβριες	ὕβρις	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
1	οὐ	οὐ	ADV	_	
2	δέ	δέ		_	
3	τι	τις	PRON	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
4	σῖτον	σῖτος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
5	ἤσθιον	ἐσθίω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
6	ἀλλ̓	ἀλλά	CONJ	_	
7	ἀδάμαντος	ἀδάμας	ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
8	ἔχον	ἔχω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
9	κρατερόφρονα	κρατερόφρων	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
10	θυμόν	θυμός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
11	ἄπλαστοι	ἄπλαστος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
1	μεγάλη	μέγας	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
2	δὲ	δέ		_	
3	βίη	βία	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
4	καὶ	καί	CONJ	_	
5	χεῖρες	χείρ	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
6	ἄαπτοι	ἄαπτος	ADJ	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
7	ἐξ	ἐκ	PREP	_	
8	ὤμων	ὦμος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
9	ἐπέφυκον	φύω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
10	ἐπὶ	ἐπί	PREP	_	
11	στιβαροῖσι	στιβαρός	ADJ	number=PLURAL|gender=NEUTER|case=DATIVE	
12	μέλεσσιν	μέλος	NN	number=PLURAL|gender=NEUTER|case=DATIVE	
1	ὧν	ὅς	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
2	δ̓	δέ		_	
3	ἦν	εἰμί	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
4	χάλκεα	χάλκεος	ADJ	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
5	μὲν	μέν		_	
6	τεύχεα	τεῦχος	NN	number=PLURAL|gender=NEUTER|case=NOMINATIVE	
7	χάλκεοι	χάλκεος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
8	δέ	δέ		_	
9	τε	τε		_	
10	οἶκοι	οἶκος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
11	χαλκῷ	χαλκοῦς	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
12	δ̓	δέ		_	
13	εἰργάζοντο	ἐργάζομαι	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
1	μέλας	μέλας	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	δ̓	δέ		_	
3	οὐκ	οὐ	ADV	_	
4	ἔσκε	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=IMP|mood=INDICATIVE	
5	σίδηρος	σίδηρος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
1	καὶ	καί	ADV	_	
2	τοὶ	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
3	μὲν	μέν		_	
4	χείρεσσιν	χείρ	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
5	ὕπο	ὑπό	PREP	_	
6	σφετέρῃσι	σφέτερος	ADJ	number=PLURAL|gender=FEMININE|case=DATIVE	
7	δαμέντες	δαμάζω	VB	number=PLURAL|mood=PARTICIPLE|voice=PASSIVE|gender=MASCULINE|case=NOMINATIVE	
8	βῆσαν	βαίνω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
9	ἐς	εἰς	PREP	_	
10	εὐρώεντα	εὐρώεις	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
11	δόμον	δόμος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
12	κρυεροῦ	κρυερός	ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
13	Αίδαο		NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
14	νώνυμνοι	νώνυμνος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
1	θάνατος	θάνατος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ		_	
3	καὶ	καί	ADV	_	
4	ἐκπάγλους	ἔκπαγλος	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
5	περ	πέρ		_	
6	ἐόντας	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
7	εἷλε	αἱρέω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
8	μέλας	μέλας	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
9	λαμπρὸν	λαμπρός	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
10	δ̓	δέ		_	
11	ἔλιπον	λείπω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
12	φάος	φάος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
13	ἠελίοιο	ἠέλιος	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
1	αὐτὰρ	ἀτάρ		_	
2	ἐπεὶ	ἐπεί	CONJ	_	
3	καὶ	καί	ADV	_	
4	τοῦτο	οὗτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
5	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
6	κατὰ	κατά	PREP	_	
7	γαῖ̓	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
8	ἐκάλυψεν	καλύπτω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
9	αὖτις	αὖθις	ADV	_	
10	ἔτ̓	ἔτι	ADV	_	
11	ἄλλο	ἄλλος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
12	τέταρτον	τέταρτος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
13	ἐπὶ	ἐπί	PREP	_	
14	χθονὶ	χθών	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
15	πουλυβοτείρῃ	πουλυβότειρα	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
16	Ζεὺς	Ζεύς	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
17	Κρονίδης	Κρονίδης	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
18	ποίησε	ποιέω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
19	δικαιότερον	δίκαιος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE|degree=COMPARATIVE	
20	καὶ	καί	CONJ	_	
21	ἄρειον	ἀρείων	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE|degree=COMPARATIVE	
22	ἀνδρῶν	ἀνήρ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
23	ἡρώων	ἥρως	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
24	θεῖον	θεῖος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
25	γένος	γένος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
26	οἳ	ὅς	PRON	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
27	καλέονται	καλέω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE	
28	ἡμίθεοι	ἡμίθεος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
29	προτέρη	πρότερος	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
30	γενεὴ	γενεά	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
31	κατ̓	κατά	PREP	_	
32	ἀπείρονα	ἀπείρων	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
33	γαῖαν	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
1	καὶ	καί	ADV	_	
2	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
3	μὲν	μέν		_	
4	πόλεμός	πόλεμος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
5	τε	τε		_	
6	κακὸς	κακός	ADJ	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
7	καὶ	καί	CONJ	_	
8	φύλοπις	φύλοπις	NN	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
9	αἰνή	αἰνός	ADJ	number=SINGULAR|gender=FEMININE|case=NOMINATIVE	
10	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
11	μὲν	μέν		_	
12	ὑφ̓	ὑπό	PREP	_	
13	ἑπταπύλῳ	ἑπτάπυλος	ADJ	number=SINGULAR|gender=FEMININE|case=DATIVE	
14	Θήβῃ	Θήβη	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
15	Καδμηίδι	Καδμηίς	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
16	γαίῃ	γαῖα	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
17	ὤλεσε	ὄλλυμι	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
18	μαρναμένους	μάρναμαι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=ACCUSATIVE	
19	μήλων	μῆλον	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
20	ἕνεκ̓	ἕνεκα	PREP	_	
21	Οἰδιπόδαο	Οἰδιπόδης	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
22	τοὺς	ὁ	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
23	δὲ	δέ		_	
24	καὶ	καί	ADV	_	
25	ἐν	εἰς	PREP	_	
26	νήεσσιν	ναῦς	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
27	ὑπὲρ	ὑπέρ	PREP	_	
28	μέγα	μέγας	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
29	λαῖτμα	λαῖτμα	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
30	θαλάσσης	θάλασσα	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
31	ἐς	εἰς	PREP	_	
32	Τροίην	Τροία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
33	ἀγαγὼν	ἄγω	VB	number=SINGULAR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
34	Ἑλένης	Ἑλένη	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
35	ἕνεκ̓	ἕνεκα	PREP	_	
