1	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
2	δὲ	δέ	ADV	_	
3	τελευταῖα	τελευταῖος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
4	πρὸ	πρό	PREP	_	
5	τοῦδε	ὅδε	ADJ	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
6	τοῦ	ὁ		number=SINGULAR|gender=MASCULINE|case=GENITIVE	
7	πολέμου	πόλεμος	NN	number=SINGULAR|gender=MASCULINE|case=GENITIVE	
8	ὁ	ὁ		number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
9	δῆμος	δῆμος	NN	number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
10	αὐτῶν	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
11	ἐξεδίωξε	ἐκδιώκω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
12	τοὺς	ὁ		number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
13	δυνατούς	δυνατός	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
14	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
15	δὲ	δέ	CONJ	_	
16	ἐπελθόντες	ἐπέρχομαι	VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
17	μετὰ	μετά	PREP	_	
18	τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
19	βαρβάρων	βάρβαρος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
20	ἐλῄζοντο	ληίζομαι	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
21	τοὺς	ὁ		number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
22	ἐν	ἐν	PREP	_	
23	τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
24	πόλει	πόλις	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
25	κατά	κατά	PREP	_	
26	τε	τε	ADV	_	
27	γῆν	γῆ	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
28	καὶ	καί	CONJ	_	
29	κατὰ	κατά	PREP	_	
30	θάλασσαν	θάλασσα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
1	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ	ADV	_	
3	ἐν	ἐν	PREP	_	
4	τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
5	πόλει	πόλις	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
6	ὄντες	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
7	Ἐπιδάμνιοι	Ἐπιδάμνιος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
8	ἐπειδὴ	ἐπεί	CONJ	_	
9	ἐπιέζοντο	πιέζω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
10	πέμπουσιν	πέμπω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=INDICATIVE|voice=ACTIVE	
11	ἐς	εἰς	PREP	_	
12	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
13	Κέρκυραν	Κέρκυρα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
14	πρέσβεις	πρέσβις	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
15	ὡς	ὡς	ADV	_	
16	μητρόπολιν	μητρόπολις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
17	οὖσαν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
18	δεόμενοι	δέω2	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
19	μὴ	μή	ADV	_	
20	σφᾶς	σφεῖς	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
21	περιορᾶν	περιοράω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
22	φθειρομένους	φθείρω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=ACCUSATIVE	
23	ἀλλὰ	ἀλλὰ	CONJ	_	
24	τούς	ὁ		number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
25	τε	τε	ADV	_	
26	φεύγοντας	φεύγω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
27	ξυναλλάξαι	συναλλάσσω	VB	mood=INFINITIVE|voice=ACTIVE	
28	σφίσι	σφεῖς	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
29	καὶ	καί	CONJ	_	
30	τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
31	τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
32	βαρβάρων	βάρβαρος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
33	πόλεμον	πόλεμος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
34	καταλῦσαι	καταλύω	VB	mood=INFINITIVE|voice=ACTIVE	
1	ταῦτα	οὗτος	PRON	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
2	δὲ	δέ	ADV	_	
3	ἱκέται	ἱκέτης	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	καθεζόμενοι	κατά-καθέζομαι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
5	ἐς	εἰς	PREP	_	
6	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
7	Ἥραιον	Ἥραιον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
8	ἐδέοντο	δέομαι	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
1	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ	ADV	_	
3	Κερκυραῖοι	Κερυκυραῖος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
5	ἱκετείαν	ἱκετεία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
6	οὐκ	οὐ	ADV	_	
7	ἐδέξαντο	δέχομαι	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE	
8	ἀλλ᾽	ἀλλά	CONJ	_	
9	ἀπράκτους	ἄπρακτος	ADJ	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
10	ἀπέπεμψαν	ἀποπέμπω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
1	γνόντες	γιγνώσκω	VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ	ADV	_	
3	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	Ἐπιδάμνιοι	Ἐπιδάμνιος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
5	οὐδεμίαν	οὐδείς	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
6	σφίσιν	σφεῖς	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
7	ἀπὸ	ἀπό	PREP	_	
8	Κερκύρας	Κέρκυρα	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
9	τιμωρίαν	τιμωρία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
10	οὖσαν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
11	ἐν	εἰς	PREP	_	
12	ἀπόρῳ	ἄπορος	ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
13	εἴχοντο	ἔχω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
14	θέσθαι	τίθημι	VB	mood=INFINITIVE	
15	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
16	παρόν	πάρειμι1	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=NEUTER|case=ACCUSATIVE	
17	καὶ	καί	CONJ	_	
18	πέμψαντες	πέμπω	VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
19	ἐς	εἰς	PREP	_	
20	Δελφοὺς	Δελφοί	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
21	τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
22	θεὸν	θεός	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
23	ἐπήροντο	ἐπέρομαι	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE	
24	εἰ	εἰ	CONJ	_	
25	παραδοῖεν	παραδίδωμι	VB	person=PERSON_3|number=PLURAL|voice=ACTIVE	
26	Κορινθίοις	Κορίνθιος	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
27	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
28	πόλιν	πόλις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
29	ὡς	ὡς	ADV	_	
30	οἰκισταῖς	οἰκιστής	NN	number=PLURAL|gender=MASCULINE|case=DATIVE	
31	καὶ	καί	CONJ	_	
32	τιμωρίαν	τιμωρία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
33	τινὰ	τις	ADJ	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
34	πειρῷντ᾽	πειράω	VB	person=PERSON_3|number=PLURAL|tense=PR	
35	ἀπ᾽	ἀπό	PREP	_	
36	αὐτῶν	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
37	ποιεῖσθαι	ποιέω	VB	tense=PR|mood=INFINITIVE	
1	ὁ	ὁ		number=SINGULAR|gender=MASCULINE|case=NOMINATIVE	
2	δ᾽	δέ	ADV	_	
3	αὐτοῖς	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
4	ἀνεῖλε	ἀναιρέω	VB	person=PERSON_3|number=SINGULAR|mood=INDICATIVE|voice=ACTIVE	
5	παραδοῦναι	παραδίδωμι	VB	mood=INFINITIVE|voice=ACTIVE	
6	καὶ	καί	CONJ	_	
7	ἡγεμόνας	ἡγεμών	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
8	ποιεῖσθαι	ποιέω	VB	tense=PR|mood=INFINITIVE	
1	ἐλθόντες	ἔρχομαι	VB	number=PLURAL|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ	ADV	_	
3	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
4	Ἐπιδάμνιοι	Ἐπιδάμνιος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
5	ἐς	εἰς	PREP	_	
6	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
7	Κόρινθον	Κόρινθος	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
8	κατὰ	κατά	PREP	_	
9	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
10	μαντεῖον	μαντεῖον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
11	παρέδοσαν	παραδίδωμι	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=ACTIVE	
12	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
13	ἀποικίαν	ἀποικία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
14	τόν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
15	τε	τε	ADV	_	
16	οἰκιστὴν	οἰκιστής	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
17	ἀποδεικνύντες	ἀποδείκνυμι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
18	σφῶν	σφεῖς	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
19	ἐκ	ἐκ	PREP	_	
20	Κορίνθου	Κόρινθος	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
21	ὄντα	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=ACCUSATIVE	
22	καὶ	καί	CONJ	_	
23	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
24	χρηστήριον	χρηστήριον	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
25	δηλοῦντες	δηλόω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
26	ἐδέοντό	δέω2	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
27	τε	τε	CONJ	_	
28	μὴ	μή	ADV	_	
29	σφᾶς	σφεῖς	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
30	περιορᾶν	περιοράω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
31	φθειρομένους	φθείρω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=ACCUSATIVE	
32	ἀλλ᾽	ἀλλά	CONJ	_	
33	ἐπαμῦναι	ἐπαμύνω	VB	mood=INFINITIVE|voice=ACTIVE	
1	Κορίνθιοι	Κορίνθιος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ	ADV	_	
3	κατά	κατά	PREP	_	
4	τε	τε	ADV	_	
5	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
6	δίκαιον	δίκαιος	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
7	ὑπεδέξαντο	ὑποδέχομαι	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE	
8	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
9	τιμωρίαν	τιμωρία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
10	νομίζοντες	νομίζω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
11	οὐχ	οὐ	ADV	_	
12	ἧσσον	ἥσσων	ADJ	number=SINGULAR|gender=FEMININE|case=VOCATIVE|degree=COMPARATIVE	
13	ἑαυτῶν	ἑαυτοῦ	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
14	εἶναι	εἰμί	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
15	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
16	ἀποικίαν	ἀποικία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
17	ἢ	ἤ1	CONJ	_	
18	Κερκυραίων	Κερυκυραῖος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
19	ἅμα	ἅμα	ADV	_	
20	δὲ	δέ	ADV	_	
21	καὶ	καί	CONJ	_	
22	μίσει	μῖσος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
23	τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
24	Κερκυραίων	Κερυκυραῖος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
25	ὅτι	ὅτι2	CONJ	_	
26	αὐτῶν	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
27	παρημέλουν	παραμελέω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
28	ὄντες	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
29	ἄποικοι	ἄποικος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
30	[0]		EXCL	_	
31	ὑπεδέξαντο	ὑποδέχομαι	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE	
1	οὔ	οὐ	ADV	_	
2	-τε	τε	ADV	_	
3	γὰρ	γάρ	ADV	_	
4	ἐν	ἐν	PREP	_	
5	πανηγύρεσι	πανήγυρις	NN	number=PLURAL|gender=FEMININE|case=DATIVE	
6	ταῖς	ὁ		number=PLURAL|gender=FEMININE|case=DATIVE	
7	κοιναῖς	κοινός	ADJ	number=PLURAL|gender=FEMININE|case=DATIVE	
8	διδόντες	δίδωμι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
9	γέρα	γέρας	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
10	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
11	νομιζόμενα	νομίζω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=NEUTER|case=ACCUSATIVE	
12	οὔ	οὐ	ADV	_	
13	-τε	τε	CONJ	_	
14	Κορινθίῳ	Κορίνθιος	ADJ	number=SINGULAR|gender=MASCULINE|case=DATIVE	
15	ἀνδρὶ	ἀνήρ	NN	number=SINGULAR|gender=MASCULINE|case=DATIVE	
16	προκαταρχόμενοι	προκατάρχομαι	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
17	τῶν	ὁ		number=PLURAL|gender=NEUTER|case=GENITIVE	
18	ἱερῶν	ἱερόν	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
19	ὥσπερ	ὥσπερ	CONJ	_	
20	αἱ	ὁ		number=PLURAL|gender=FEMININE|case=NOMINATIVE	
21	ἄλλαι	ἄλλος	ADJ	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
22	ἀποικίαι	ἀποικία	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
23	περιφρονοῦντες	περιφρονέω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
24	δὲ	δέ	ADV	_	
25	αὐτοὺς	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
26	καὶ	καί	CONJ	_	
27	χρημάτων	χρῆμα	NN	number=PLURAL|gender=NEUTER|case=GENITIVE	
28	δυνάμει	δύναμις	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
29	ὄντες	εἰμί	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
30	κατ᾽	κατά	PREP	_	
31	ἐκεῖνον	ἐκεῖνος	ADJ	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
32	τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
33	χρόνον	χρόνος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
34	ὁμοῖα	ὅμοιος	ADJ	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
35	τοῖς	ὁ		number=PLURAL|gender=MASCULINE|case=DATIVE	
36	Ἑλλήνων	Ἕλλην	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
37	πλουσιωτάτοις	πλούσιος	ADJ	number=PLURAL|gender=MASCULINE|case=DATIVE|degree=SUPERLATIVE	
38	καὶ	καί	CONJ	_	
39	τῇ	ὁ		number=SINGULAR|gender=FEMININE|case=DATIVE	
40	ἐς	εἰς	PREP	_	
41	πόλεμον	πόλεμος	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
42	παρασκευῇ	παρασκευή	NN	number=SINGULAR|gender=FEMININE|case=DATIVE	
43	δυνατώτεροι	δυνατός	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE|degree=COMPARATIVE	
44	ναυτικῷ	ναυτικός	ADJ	number=SINGULAR|gender=NEUTER|case=DATIVE	
45	δὲ	δέ	CONJ	_	
46	καὶ	καί	ADV	_	
47	πολὺ	πολύς	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
48	προύχειν	προέχω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
49	ἔστιν	εἰμί	VB	person=PERSON_3|number=SINGULAR|tense=PR|mood=INDICATIVE|voice=ACTIVE	
50	ὅτε	ὅτε	ADV	_	
51	ἐπαιρόμενοι	ἐπαίρω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
52	καὶ	καί	ADV	_	
53	κατὰ	κατά	PREP	_	
54	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
55	Φαιάκων	Φαίαξ	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
56	προενοίκησιν	προενοίκησις	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
57	τῆς	ὁ		number=SINGULAR|gender=FEMININE|case=GENITIVE	
58	Κερκύρας	Κέρκυρα	NN	number=SINGULAR|gender=FEMININE|case=GENITIVE	
59	κλέος	κλέος	NN	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
60	ἐχόντων	ἔχω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=GENITIVE	
61	τὰ	ὁ		number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
62	περὶ	περί	PREP	_	
63	τὰς	ὁ		number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
64	ναῦς	ναῦς	NN	number=PLURAL|gender=FEMININE|case=ACCUSATIVE	
65	ᾗ	ὅς	PRON	number=SINGULAR|gender=FEMININE|case=DATIVE	
66	καὶ	καί	ADV	_	
67	μᾶλλον	μᾶλλον	ADV	_	
68	ἐξηρτύοντο	ἐξαρτύω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
69	τὸ	ὁ		number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
70	ναυτικὸν	ναυτικός	ADJ	number=SINGULAR|gender=NEUTER|case=ACCUSATIVE	
71	καὶ	καί	CONJ	_	
72	ἦσαν	εἰμί	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
73	οὐκ	οὐ	ADV	_	
74	ἀδύνατοι	ἀδύνατος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
75	τριήρεις	τριήρης	NN	number=PLURAL|gender=FEMININE|case=NOMINATIVE	
76	γὰρ	γάρ	ADV	_	
77	εἴκοσι	εἴκοσι	ADJ	_	
78	καὶ	καί	CONJ	_	
79	ἑκατὸν	ἑκατόν	ADJ	_	
80	ὑπῆρχον	ὑπάρχω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
81	αὐτοῖς	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=DATIVE	
82	ὅτε	ὅτε	CONJ	_	
83	ἤρχοντο	ἄρχω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE	
84	πολεμεῖν	πολεμέω	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
85	πάντων	πᾶς	ADJ	number=PLURAL|gender=NEUTER|case=GENITIVE	
86	οὖν	οὖν	ADV	_	
87	τούτων	οὗτος	PRON	number=PLURAL|gender=NEUTER|case=GENITIVE	
88	ἐγκλήματα	ἔγκλημα	NN	number=PLURAL|gender=NEUTER|case=ACCUSATIVE	
89	ἔχοντες	ἔχω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
90	οἱ	ὁ		number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
91	Κορίνθιοι	Κορίνθιος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
92	ἔπεμπον	πέμπω	VB	person=PERSON_3|number=PLURAL|tense=IMP|mood=INDICATIVE|voice=ACTIVE	
93	ἐς	εἰς	PREP	_	
94	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
95	Ἐπίδαμνον	Ἐπίδαμνος	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
96	ἄσμενοι	ἄσμενος	ADJ	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
97	τὴν	ὁ		number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
98	ὠφελίαν	ὠφέλεια	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
99	οἰκήτορά	οἰκήτωρ	NN	number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
100	τε	τε	CONJ	_	
101	τὸν	ὁ		number=SINGULAR|gender=MASCULINE|case=ACCUSATIVE	
102	βουλόμενον	βούλομαι	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=ACCUSATIVE	
103	ἰέναι	εἶμι	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
104	κελεύοντες	κελεύω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=MASCULINE|case=NOMINATIVE	
105	καὶ	καί	ADV	_	
106	Ἀμπρακιωτῶν	Ἀμπρακιώτης	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
107	καὶ	καί	ADV	_	
108	Λευκαδίων	Λευκάδιος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
109	καὶ	καί	CONJ	_	
110	ἑαυτῶν	ἑαυτοῦ	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
111	φρουρούς	φρουρός	NN	number=PLURAL|gender=MASCULINE|case=ACCUSATIVE	
112	[0]		EXCL	_	
113	εἶναι	εἰμί	VB	tense=PR|mood=INFINITIVE|voice=ACTIVE	
114	[1]		EXCL	_	
1	ἐπορεύθησαν	πορεύω	VB	person=PERSON_3|number=PLURAL|mood=INDICATIVE|voice=PASSIVE	
2	δὲ	δέ	ADV	_	
3	πεζῇ	πεζός	ADJ	number=SINGULAR|gender=FEMININE|case=DATIVE	
4	ἐς	εἰς	PREP	_	
5	Ἀπολλωνίαν	Ἀπολλώνια	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
6	Κορινθίων	Κορίνθιος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
7	οὖσαν	εἰμί	VB	number=SINGULAR|tense=PR|mood=PARTICIPLE|voice=ACTIVE|gender=FEMININE|case=ACCUSATIVE	
8	ἀποικίαν	ἀποικία	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
9	δέει	δέος	NN	number=SINGULAR|gender=NEUTER|case=DATIVE	
10	τῶν	ὁ		number=PLURAL|gender=MASCULINE|case=GENITIVE	
11	Κερκυραίων	Κερυκυραῖος	NN	number=PLURAL|gender=MASCULINE|case=GENITIVE	
12	μὴ	μή	CONJ	_	
13	κωλύωνται	κωλύω	VB	person=PERSON_3|number=PLURAL|tense=PR|mood=SUBJUNCTIVE	
14	ὑπ᾽	ὑπό	PREP	_	
15	αὐτῶν	αὐτός	PRON	number=PLURAL|gender=MASCULINE|case=GENITIVE	
16	κατὰ	κατά	PREP	_	
17	θάλασσαν	θάλασσα	NN	number=SINGULAR|gender=FEMININE|case=ACCUSATIVE	
18	περαιούμενοι	περαιόω	VB	number=PLURAL|tense=PR|mood=PARTICIPLE|gender=MASCULINE|case=NOMINATIVE	
1	Κερκυραῖοι	Κερυκυραῖος	NN	number=PLURAL|gender=MASCULINE|case=NOMINATIVE	
2	δὲ	δέ	ADV	_	
